snapshot,region,type_and_flow,value,country,unit
2040-01-01 00:00:00,CE,BIOT,940.0,XY,MW
2040-01-01 00:00:00,CE,CCGT,0.0,XY,MW
2040-01-01 00:00:00,CE,CSP,0.0,XY,MW
2040-01-01 00:00:00,CE,HDAM,0.0,XY,MW
2040-01-01 00:00:00,CE,NUCL,1050.0,XY,MW
2040-01-01 00:00:00,CE,PHOT,0.0,XY,MW
2040-01-01 00:00:00,CE,RTPV,0.0,XY,MW
2040-01-01 00:00:00,CE,SubC,3400.0,XY,MW
2040-01-01 00:00:00,CE,WSTT,3.2,XY,MW
2040-01-01 00:00:00,CE,WTON,0.0,XY,MW
2040-01-01 00:00:00,CE,XY_NR_to_XY_CE,0.0,XY,MW
2040-01-01 00:00:00,CE,XY_SO_to_XY_CE,0.0,XY,MW
2040-01-01 00:00:00,CE,XY_CE_to_XY_NR,0.0,XY,MW
2040-01-01 00:00:00,CE,XY_CE_to_XY_SO,0.0,XY,MW
2040-01-01 00:00:00,NR,BIOT,610.0,XY,MW
2040-01-01 00:00:00,NR,CCGT,0.0,XY,MW
2040-01-01 00:00:00,NR,CSP,0.0,XY,MW
2040-01-01 00:00:00,NR,HDAM,0.0,XY,MW
2040-01-01 00:00:00,NR,NUCL,45.5,XY,MW
2040-01-01 00:00:00,NR,PHOT,0.0,XY,MW
2040-01-01 00:00:00,NR,RTPV,0.0,XY,MW
2040-01-01 00:00:00,NR,SubC,2400.0,XY,MW
2040-01-01 00:00:00,NR,WSTT,3.2,XY,MW
2040-01-01 00:00:00,NR,WTON,2.4,XY,MW
2040-01-01 00:00:00,NR,XY_NR_to_XY_CE,0.0,XY,MW
2040-01-01 00:00:00,NR,XY_SO_to_XY_CE,0.0,XY,MW
2040-01-01 00:00:00,NR,XY_CE_to_XY_NR,0.0,XY,MW
2040-01-01 00:00:00,NR,XY_CE_to_XY_SO,0.0,XY,MW
2040-01-01 00:00:00,SO,BIOT,630.0,XY,MW
2040-01-01 00:00:00,SO,CCGT,0.0,XY,MW
2040-01-01 00:00:00,SO,CSP,0.0,XY,MW
2040-01-01 00:00:00,SO,HDAM,0.0,XY,MW
2040-01-01 00:00:00,SO,NUCL,0.0,XY,MW
2040-01-01 00:00:00,SO,PHOT,0.0,XY,MW
2040-01-01 00:00:00,SO,RTPV,0.0,XY,MW
2040-01-01 00:00:00,SO,SubC,0.0,XY,MW
2040-01-01 00:00:00,SO,WSTT,3.2,XY,MW
2040-01-01 00:00:00,SO,WTON,2027.2,XY,MW
2040-01-01 00:00:00,SO,XY_NR_to_XY_CE,0.0,XY,MW
2040-01-01 00:00:00,SO,XY_SO_to_XY_CE,0.0,XY,MW
2040-01-01 00:00:00,SO,XY_CE_to_XY_NR,0.0,XY,MW
2040-01-01 00:00:00,SO,XY_CE_to_XY_SO,0.0,XY,MW
2040-01-01 00:00:00,CE,BIOT,0.0,XY,MW
2040-01-01 00:00:00,CE,CCGT,0.0,XY,MW
2040-01-01 00:00:00,CE,CSP,0.0,XY,MW
2040-01-01 00:00:00,CE,HDAM,0.0,XY,MW
2040-01-01 00:00:00,CE,NUCL,0.0,XY,MW
2040-01-01 00:00:00,CE,PHOT,0.0,XY,MW
2040-01-01 00:00:00,CE,RTPV,0.0,XY,MW
2040-01-01 00:00:00,CE,SubC,0.0,XY,MW
2040-01-01 00:00:00,CE,WSTT,0.0,XY,MW
2040-01-01 00:00:00,CE,WTON,0.0,XY,MW
2040-01-01 00:00:00,CE,XY_NR_to_XY_CE,820.0221615349221,XY,MW
