snapshot,region,type_and_flow,value,country,unit
2025-01-02 01:00:00,SO,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-02 01:00:00,SO,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-02 01:00:00,SO,XY_CE_to_XY_SO,600.0,XY,MW
2025-01-03 02:00:00,CE,BIOT,940.0,XY,MW
2025-01-03 02:00:00,CE,CCGT,0.0,XY,MW
2025-01-03 02:00:00,CE,HDAM,0.0,XY,MW
2025-01-03 02:00:00,CE,NUCL,1050.0,XY,MW
2025-01-03 02:00:00,CE,PHOT,0.0,XY,MW
2025-01-03 02:00:00,CE,RTPV,0.0,XY,MW
2025-01-03 02:00:00,CE,SubC,66.6,XY,MW
2025-01-03 02:00:00,CE,WSTT,15.0,XY,MW
2025-01-03 02:00:00,CE,WTON,0.0,XY,MW
2025-01-03 02:00:00,CE,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,CE,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,CE,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-03 02:00:00,CE,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-03 02:00:00,NR,BIOT,610.0,XY,MW
2025-01-03 02:00:00,NR,CCGT,0.0,XY,MW
2025-01-03 02:00:00,NR,HDAM,0.0,XY,MW
2025-01-03 02:00:00,NR,NUCL,45.5,XY,MW
2025-01-03 02:00:00,NR,PHOT,0.0,XY,MW
2025-01-03 02:00:00,NR,RTPV,0.0,XY,MW
2025-01-03 02:00:00,NR,SubC,2400.0,XY,MW
2025-01-03 02:00:00,NR,WSTT,15.0,XY,MW
2025-01-03 02:00:00,NR,WTON,14.4,XY,MW
2025-01-03 02:00:00,NR,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,NR,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,NR,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-03 02:00:00,NR,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-03 02:00:00,SO,BIOT,630.0,XY,MW
2025-01-03 02:00:00,SO,CCGT,189.7,XY,MW
2025-01-03 02:00:00,SO,HDAM,0.0,XY,MW
2025-01-03 02:00:00,SO,NUCL,0.0,XY,MW
2025-01-03 02:00:00,SO,PHOT,0.0,XY,MW
2025-01-03 02:00:00,SO,RTPV,0.0,XY,MW
2025-01-03 02:00:00,SO,SubC,0.0,XY,MW
2025-01-03 02:00:00,SO,WSTT,15.0,XY,MW
2025-01-03 02:00:00,SO,WTON,2.2,XY,MW
2025-01-03 02:00:00,SO,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,SO,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,SO,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-03 02:00:00,SO,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-03 02:00:00,CE,BIOT,0.0,XY,MW
2025-01-03 02:00:00,CE,CCGT,0.0,XY,MW
2025-01-03 02:00:00,CE,HDAM,0.0,XY,MW
2025-01-03 02:00:00,CE,NUCL,0.0,XY,MW
2025-01-03 02:00:00,CE,PHOT,0.0,XY,MW
2025-01-03 02:00:00,CE,RTPV,0.0,XY,MW
2025-01-03 02:00:00,CE,SubC,0.0,XY,MW
2025-01-03 02:00:00,CE,WSTT,0.0,XY,MW
2025-01-03 02:00:00,CE,WTON,0.0,XY,MW
2025-01-03 02:00:00,CE,XY_NR_to_XY_CE,1827.7157894717543,XY,MW
2025-01-03 02:00:00,CE,XY_SO_to_XY_CE,-600.0,XY,MW
2025-01-03 02:00:00,CE,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-03 02:00:00,CE,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-03 02:00:00,NR,BIOT,0.0,XY,MW
2025-01-03 02:00:00,NR,CCGT,0.0,XY,MW
2025-01-03 02:00:00,NR,HDAM,0.0,XY,MW
2025-01-03 02:00:00,NR,NUCL,0.0,XY,MW
2025-01-03 02:00:00,NR,PHOT,0.0,XY,MW
2025-01-03 02:00:00,NR,RTPV,0.0,XY,MW
2025-01-03 02:00:00,NR,SubC,0.0,XY,MW
2025-01-03 02:00:00,NR,WSTT,0.0,XY,MW
2025-01-03 02:00:00,NR,WTON,0.0,XY,MW
2025-01-03 02:00:00,NR,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,NR,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,NR,XY_CE_to_XY_NR,-1827.7157894717543,XY,MW
2025-01-03 02:00:00,NR,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-03 02:00:00,SO,BIOT,0.0,XY,MW
2025-01-03 02:00:00,SO,CCGT,0.0,XY,MW
2025-01-03 02:00:00,SO,HDAM,0.0,XY,MW
2025-01-03 02:00:00,SO,NUCL,0.0,XY,MW
2025-01-03 02:00:00,SO,PHOT,0.0,XY,MW
2025-01-03 02:00:00,SO,RTPV,0.0,XY,MW
2025-01-03 02:00:00,SO,SubC,0.0,XY,MW
2025-01-03 02:00:00,SO,WSTT,0.0,XY,MW
2025-01-03 02:00:00,SO,WTON,0.0,XY,MW
2025-01-03 02:00:00,SO,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,SO,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-03 02:00:00,SO,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-03 02:00:00,SO,XY_CE_to_XY_SO,600.0,XY,MW
2025-01-04 03:00:00,CE,BIOT,940.0,XY,MW
2025-01-04 03:00:00,CE,CCGT,0.0,XY,MW
2025-01-04 03:00:00,CE,HDAM,0.0,XY,MW
2025-01-04 03:00:00,CE,NUCL,1050.0,XY,MW
2025-01-04 03:00:00,CE,PHOT,0.0,XY,MW
2025-01-04 03:00:00,CE,RTPV,0.0,XY,MW
2025-01-04 03:00:00,CE,SubC,215.1,XY,MW
2025-01-04 03:00:00,CE,WSTT,15.0,XY,MW
2025-01-04 03:00:00,CE,WTON,0.0,XY,MW
2025-01-04 03:00:00,CE,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,CE,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,CE,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-04 03:00:00,CE,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-04 03:00:00,NR,BIOT,610.0,XY,MW
2025-01-04 03:00:00,NR,CCGT,0.0,XY,MW
2025-01-04 03:00:00,NR,HDAM,0.0,XY,MW
2025-01-04 03:00:00,NR,NUCL,45.5,XY,MW
2025-01-04 03:00:00,NR,PHOT,0.0,XY,MW
2025-01-04 03:00:00,NR,RTPV,0.0,XY,MW
2025-01-04 03:00:00,NR,SubC,2400.0,XY,MW
2025-01-04 03:00:00,NR,WSTT,15.0,XY,MW
2025-01-04 03:00:00,NR,WTON,4.8,XY,MW
2025-01-04 03:00:00,NR,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,NR,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,NR,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-04 03:00:00,NR,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-04 03:00:00,SO,BIOT,630.0,XY,MW
2025-01-04 03:00:00,SO,CCGT,222.6,XY,MW
2025-01-04 03:00:00,SO,HDAM,0.0,XY,MW
2025-01-04 03:00:00,SO,NUCL,0.0,XY,MW
2025-01-04 03:00:00,SO,PHOT,0.0,XY,MW
2025-01-04 03:00:00,SO,RTPV,0.0,XY,MW
2025-01-04 03:00:00,SO,SubC,0.0,XY,MW
2025-01-04 03:00:00,SO,WSTT,15.0,XY,MW
2025-01-04 03:00:00,SO,WTON,1.1,XY,MW
2025-01-04 03:00:00,SO,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,SO,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,SO,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-04 03:00:00,SO,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-04 03:00:00,CE,BIOT,0.0,XY,MW
2025-01-04 03:00:00,CE,CCGT,0.0,XY,MW
2025-01-04 03:00:00,CE,HDAM,0.0,XY,MW
2025-01-04 03:00:00,CE,NUCL,0.0,XY,MW
2025-01-04 03:00:00,CE,PHOT,0.0,XY,MW
2025-01-04 03:00:00,CE,RTPV,0.0,XY,MW
2025-01-04 03:00:00,CE,SubC,0.0,XY,MW
2025-01-04 03:00:00,CE,WSTT,0.0,XY,MW
2025-01-04 03:00:00,CE,WTON,0.0,XY,MW
2025-01-04 03:00:00,CE,XY_NR_to_XY_CE,1771.8894736822804,XY,MW
2025-01-04 03:00:00,CE,XY_SO_to_XY_CE,-600.0,XY,MW
2025-01-04 03:00:00,CE,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-04 03:00:00,CE,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-04 03:00:00,NR,BIOT,0.0,XY,MW
2025-01-04 03:00:00,NR,CCGT,0.0,XY,MW
2025-01-04 03:00:00,NR,HDAM,0.0,XY,MW
2025-01-04 03:00:00,NR,NUCL,0.0,XY,MW
2025-01-04 03:00:00,NR,PHOT,0.0,XY,MW
2025-01-04 03:00:00,NR,RTPV,0.0,XY,MW
2025-01-04 03:00:00,NR,SubC,0.0,XY,MW
2025-01-04 03:00:00,NR,WSTT,0.0,XY,MW
2025-01-04 03:00:00,NR,WTON,0.0,XY,MW
2025-01-04 03:00:00,NR,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,NR,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,NR,XY_CE_to_XY_NR,-1771.8894736822804,XY,MW
2025-01-04 03:00:00,NR,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-04 03:00:00,SO,BIOT,0.0,XY,MW
2025-01-04 03:00:00,SO,CCGT,0.0,XY,MW
2025-01-04 03:00:00,SO,HDAM,0.0,XY,MW
2025-01-04 03:00:00,SO,NUCL,0.0,XY,MW
2025-01-04 03:00:00,SO,PHOT,0.0,XY,MW
2025-01-04 03:00:00,SO,RTPV,0.0,XY,MW
2025-01-04 03:00:00,SO,SubC,0.0,XY,MW
2025-01-04 03:00:00,SO,WSTT,0.0,XY,MW
2025-01-04 03:00:00,SO,WTON,0.0,XY,MW
2025-01-04 03:00:00,SO,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,SO,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-04 03:00:00,SO,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-04 03:00:00,SO,XY_CE_to_XY_SO,600.0,XY,MW
2025-01-05 04:00:00,CE,BIOT,940.0,XY,MW
2025-01-05 04:00:00,CE,CCGT,0.0,XY,MW
2025-01-05 04:00:00,CE,HDAM,0.0,XY,MW
2025-01-05 04:00:00,CE,NUCL,1050.0,XY,MW
2025-01-05 04:00:00,CE,PHOT,0.0,XY,MW
2025-01-05 04:00:00,CE,RTPV,0.0,XY,MW
2025-01-05 04:00:00,CE,SubC,302.1,XY,MW
2025-01-05 04:00:00,CE,WSTT,15.0,XY,MW
2025-01-05 04:00:00,CE,WTON,0.0,XY,MW
2025-01-05 04:00:00,CE,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,CE,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,CE,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-05 04:00:00,CE,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-05 04:00:00,NR,BIOT,610.0,XY,MW
2025-01-05 04:00:00,NR,CCGT,0.0,XY,MW
2025-01-05 04:00:00,NR,HDAM,0.0,XY,MW
2025-01-05 04:00:00,NR,NUCL,45.5,XY,MW
2025-01-05 04:00:00,NR,PHOT,0.0,XY,MW
2025-01-05 04:00:00,NR,RTPV,0.0,XY,MW
2025-01-05 04:00:00,NR,SubC,2400.0,XY,MW
2025-01-05 04:00:00,NR,WSTT,15.0,XY,MW
2025-01-05 04:00:00,NR,WTON,8.4,XY,MW
2025-01-05 04:00:00,NR,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,NR,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,NR,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-05 04:00:00,NR,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-05 04:00:00,SO,BIOT,289.8,XY,MW
2025-01-05 04:00:00,SO,CCGT,537.1,XY,MW
2025-01-05 04:00:00,SO,HDAM,0.0,XY,MW
2025-01-05 04:00:00,SO,NUCL,0.0,XY,MW
2025-01-05 04:00:00,SO,PHOT,0.0,XY,MW
2025-01-05 04:00:00,SO,RTPV,0.0,XY,MW
2025-01-05 04:00:00,SO,SubC,0.0,XY,MW
2025-01-05 04:00:00,SO,WSTT,15.0,XY,MW
2025-01-05 04:00:00,SO,WTON,11.6,XY,MW
2025-01-05 04:00:00,SO,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,SO,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,SO,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-05 04:00:00,SO,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-05 04:00:00,CE,BIOT,0.0,XY,MW
2025-01-05 04:00:00,CE,CCGT,0.0,XY,MW
2025-01-05 04:00:00,CE,HDAM,0.0,XY,MW
2025-01-05 04:00:00,CE,NUCL,0.0,XY,MW
2025-01-05 04:00:00,CE,PHOT,0.0,XY,MW
2025-01-05 04:00:00,CE,RTPV,0.0,XY,MW
2025-01-05 04:00:00,CE,SubC,0.0,XY,MW
2025-01-05 04:00:00,CE,WSTT,0.0,XY,MW
2025-01-05 04:00:00,CE,WTON,0.0,XY,MW
2025-01-05 04:00:00,CE,XY_NR_to_XY_CE,1776.8368421033333,XY,MW
2025-01-05 04:00:00,CE,XY_SO_to_XY_CE,-600.0,XY,MW
2025-01-05 04:00:00,CE,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-05 04:00:00,CE,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-05 04:00:00,NR,BIOT,0.0,XY,MW
2025-01-05 04:00:00,NR,CCGT,0.0,XY,MW
2025-01-05 04:00:00,NR,HDAM,0.0,XY,MW
2025-01-05 04:00:00,NR,NUCL,0.0,XY,MW
2025-01-05 04:00:00,NR,PHOT,0.0,XY,MW
2025-01-05 04:00:00,NR,RTPV,0.0,XY,MW
2025-01-05 04:00:00,NR,SubC,0.0,XY,MW
2025-01-05 04:00:00,NR,WSTT,0.0,XY,MW
2025-01-05 04:00:00,NR,WTON,0.0,XY,MW
2025-01-05 04:00:00,NR,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,NR,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,NR,XY_CE_to_XY_NR,-1776.8368421033333,XY,MW
2025-01-05 04:00:00,NR,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-05 04:00:00,SO,BIOT,0.0,XY,MW
2025-01-05 04:00:00,SO,CCGT,0.0,XY,MW
2025-01-05 04:00:00,SO,HDAM,0.0,XY,MW
2025-01-05 04:00:00,SO,NUCL,0.0,XY,MW
2025-01-05 04:00:00,SO,PHOT,0.0,XY,MW
2025-01-05 04:00:00,SO,RTPV,0.0,XY,MW
2025-01-05 04:00:00,SO,SubC,0.0,XY,MW
2025-01-05 04:00:00,SO,WSTT,0.0,XY,MW
2025-01-05 04:00:00,SO,WTON,0.0,XY,MW
2025-01-05 04:00:00,SO,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,SO,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-05 04:00:00,SO,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-05 04:00:00,SO,XY_CE_to_XY_SO,600.0,XY,MW
2025-01-06 05:00:00,CE,BIOT,940.0,XY,MW
2025-01-06 05:00:00,CE,CCGT,0.0,XY,MW
2025-01-06 05:00:00,CE,HDAM,0.0,XY,MW
2025-01-06 05:00:00,CE,NUCL,1050.0,XY,MW
2025-01-06 05:00:00,CE,PHOT,0.0,XY,MW
2025-01-06 05:00:00,CE,RTPV,0.0,XY,MW
2025-01-06 05:00:00,CE,SubC,390.9,XY,MW
2025-01-06 05:00:00,CE,WSTT,15.0,XY,MW
2025-01-06 05:00:00,CE,WTON,0.0,XY,MW
2025-01-06 05:00:00,CE,XY_NR_to_XY_CE,0.0,XY,MW
2025-01-06 05:00:00,CE,XY_SO_to_XY_CE,0.0,XY,MW
2025-01-06 05:00:00,CE,XY_CE_to_XY_NR,0.0,XY,MW
2025-01-06 05:00:00,CE,XY_CE_to_XY_SO,0.0,XY,MW
2025-01-06 05:00:00,NR,BIOT,610.0,XY,MW
2025-01-06 05:00:00,NR,CCGT,0.0,XY,MW
2025-01-06 05:00:00,NR,HDAM,0.0,XY,MW
2025-01-06 05:00:00,NR,NUCL,45.5,XY,MW
2025-01-06 05:00:00,NR,PHOT,0.0,XY,MW
2025-01-06 05:00:00,NR,RTPV,0.0,XY,MW
2025-01-06 05:00:00,NR,SubC,2400.0,XY,MW
2025-01-06 05:00:00,NR,WSTT,15.0,XY,MW
2025-01-06 05:00:00,NR,WTON,10.8,XY,MW
2025-01-06 05:00:00,NR,XY_NR_to_XY_CE,0.0,XY,MW
